scenario_id,variant,model,belief_modeling,perspective_taking,consistency,explanation_quality,overall,justification
14,baseline,gpt-5,1,1,3,1,30,"Offer suits Team A’s needs (RB floor, fill TE hole) but ignores Team B’s conservative, floor-first mindset. B parts with a low-volatility RB (Ethan Campbell) and a depth TE for a mid-volatility committee RB (Malik Moore) and a high-variance WR with a declining role (Darian Moore). Little evidence the proposer modeled B’s preferences or roster strengths (already deep at WR, has TE depth). Explanation is terse and one-sided."
33,simulate_opponent,claude-4.5-sonnet,2,2,3,2,45,"Acknowledges B’s conservative style/pocket-passer preference, but misreads specifics: asks for two Tier-5 outside WRs (not possession/consistent targets) and offers a Tier-4, Questionable pocket QB redundant with B’s healthy pocket QB, plus a low-upside Tier-4 RB. B is 8-0 and trusts consensus, making this low-upside/injury-tinged swap unattractive. Trade is feasible but rationale is generic and overstates fit/acceptance probability."
3,tom_implicit,gpt-5,3,2,1,2,40,"Good read that B values a dual-threat QB for a friendly playoff slate. However, A would be left without a healthy QB and is taking back a doubtful TE, violating A’s strict injury avoidance. Ben King is a committee RB with tough playoff matchups, not A’s preferred workhorse profile. Rationale is brief and misses key roster/health constraints and B’s comfort buying injured players."
42,simulate_opponent,gpt-5,2,3,2,2,45,"It notes B’s desire for consistency and tough TE playoff slate, but ignores B’s preference for possession WRs and caution about injuries. Asking B to trade a healthy veteran TE (Adams) to rely on a questionable TE conflicts with their risk profile. Campbell is a Tier 4 deep-threat, not an ideal fit for B’s target profile. A’s TE need is recognized, but the value and fit for B are weak; acceptance probability is overstated."
44,simulate_opponent,gemini-2.5-pro,1,2,1,2,30,"Misreads Team B: they already have two Tier 1 RBs and follow consensus, so swapping a Tier 1 (Kyle Garcia) for a Tier 5 rookie “workhorse” is unlikely. Ignores B’s conservative, injury-averse profile and preference for stability/consensus value. Trade is value-lopsided toward A and misaligned with A’s own stated preferences (gives up possession WR and workhorse). Rationale is generic, lacks evidence from tiers/roles/volatility or playoff context."
37,tom_implicit,gpt-5,3,3,3,2,55,"Good recognition that B has QB depth and volatile WRs, but it overstates Torres as a steady floor option. B prefers possession, low-variance players and consensus; trading away their low-variance Tier 3 QB (Lee) to rely on a Tier 4 QB conflicts with that mindset. The trade is feasible and value could be fair in 1QB, but the rationale is thin and misaligned with B’s stated preferences, making the acceptance probability optimistic."
29,tom_implicit,gpt-5,3,3,3,2,55,"Shows some ToM: matches B’s taste for deep-threat WRs and injured buy-low (Eric Davis) and notes playoff schedule. Also offers RB depth and a QB while B’s starter is out. But it overlooks that Trey is likely a downgrade from Chris Lee, B values rookies (making Josh Robinson harder to pry), and both teams need immediate points, making a doubtful WR unhelpful. Trade is feasible but value and timing are shaky; explanation is brief and generic."
28,simulate_opponent,gpt-5,2,2,1,1,30,"Recognizes B’s dislike of volatility (moving off a volatile RB) but ignores key beliefs: B already has a Tier 1 TE (Thomas), values stable volume, and needs active RB depth. Offering a Tier 2 TE plus an OUT WR as a “steadier WR” misreads B’s priorities despite their willingness to buy low on injuries. The trade is roster-incoherent for B and the acceptance probability is overstated. Reasoning is brief and factually off."
16,tom_implicit,gemini-2.5-pro,2,2,2,1,35,"It nods to Team B’s desire for consistency via a low-variance QB, but overlooks B’s core preference for workhorse RBs and injury caution. Ryan Taylor (workhorse, volatile) is B’s archetype; offering an injured, deep-threat WR mislabeled as a steady WR2 clashes with B’s possession/consistency bias. B already has a Tier 1 QB, so Nelson is a marginal upgrade. Little separation of A’s vs. B’s incentives. The rationale is sparse and partially inaccurate, making the proposal unlikely to appeal to B."
31,simulate_opponent,gpt-5,2,2,3,2,45,"Acknowledges B’s taste for upside and playoff schedules, but overlooks that Rivera is a Tier 1 cornerstone and B already has a Tier 1 TE, making Chris Torres redundant. While B could use RB depth (only one RB), Liam (Tier 4) is insufficient to justify losing Rivera. The acceptance probability is overly optimistic. Reasoning is thin and doesn’t clearly separate A’s urgency from B’s consolidation incentives as a 7–1 contender."
45,tom_explicit,claude-4.5-sonnet,4,4,2,3,65,"Good read on B’s WR depth, RB scarcity, youth and playoff-schedule preferences, and A’s upside focus. However, asking two Tier-2 WRs for a Tier-5 RB plus Tier-3 WR is value-skewed, clashing with B’s consensus-trusting profile. Calling A’s return “healthier WRs” ignores Isaiah Thompson’s Q tag and A’s injury caution. The acceptance probability is optimistic. Reasoning is mostly grounded but has gaps and an incomplete rationale."
10,tom_explicit,gpt-5,3,3,2,2,50,"Identifies B’s desire for floor/volume, but misses key nuances: B prefers proven veterans, possession WRs, and workhorse RBs; Alex White is a doubtful committee back, not ideal for urgent wins. Calling James Rivera a playoff-upside add contradicts his tough playoff slate. The proposal does consider A’s and B’s aims, but superficially. Value and role fit are inconsistent (A overpays; B gains), and the rationale is brief and partially inaccurate."
30,tom_explicit,claude-4.5-sonnet,3,4,3,4,70,"Good recognition of B’s urgent RB need, WR surplus, and TE depth, and separates A’s playoff aims from B’s short-term priorities. However, it overlooks B’s stated fade of run-heavy offenses while sending them Justin Young from a low-volume passing offense, and over-infers a preference for veterans. Value-wise, B giving up a Tier 1 WR (Thompson) for a Tier 3 RB plus a Tier 2 WR seems optimistic, and the TE “upgrade” for A is marginal. Reasoning is clear but slightly misaligned with B’s preferences."
23,tom_implicit,gemini-2.5-pro,3,3,3,2,55,"Some ToM shown by appealing to B’s playoff push and high-upside preference. But it mislabels Trevor Martin as a more reliable upgrade over Ben Martin and ignores value/tier context. Trade is feasible and attractive for B, yet rationale lacks roster-specific detail (e.g., B’s QB/TE injuries) and nuanced incentives."
24,tom_implicit,claude-4.5-sonnet,2,2,2,2,40,"Limited ToM: ignores B’s strong QB (Austin Reed), RB-volume priority, and aversion to volatile WRs; asks B to downgrade WR (Cameron to Nick) and sacrifice RB depth for a QB2. Undervalues B’s strength-of-schedule focus (Cameron has tough playoff slate) only partly addressed by Sam’s schedule. From A’s side, trading away a healthy Tier-2 pocket passer conflicts with A’s conservative, floor-seeking profile, leaving a questionable Tier-4 QB. Rationale is brief and mislabels Cameron as a stable possession WR."
32,baseline,gpt-5,1,1,2,1,25,Rationale is A-centric and misreads contexts. It claims a TE upgrade while asking for an Out Tier 3 TE despite A already having a Tier 1 TE and preferring healthy players. It ignores B’s preference for dual-threat QBs and their consensus-trusting mindset. B is 1-7 and RB-thin; giving up Devon Reed for a second QB (already has a Tier 2) is questionable. Trade is feasible but poorly aligned with B’s incentives.
49,tom_implicit,gpt-5,4,3,3,3,65,"The offer targets B’s floor-first mindset and aversion to boom/bust rookies, and the TE bye coverage is a thoughtful touch. However, B prioritizes workhorse RB usage and heavy touches; Kyle Garcia is a committee back, and TE depth is redundant behind a Tier 2 TE. The rationale is very brief and doesn’t address B’s workload bias. Value-wise, A appears to overpay, making B’s acceptance likely higher than 0.63. Overall ToM is decent but not nuanced."
30,tom_implicit,gemini-2.5-pro,4,4,3,3,70,"Good read that B needs RB help and has TE depth; asks for a TE while sending a usable RB and WR. Separates A’s playoff push (TE upgrade) from B’s short-term need. However, it ignores B’s tendency to fade low-volume offenses (Justin Young’s context) and urgency specifics. Valuation is lopsided: A gives a Tier 2 WR and Tier 3 RB for a Tier 4 TE, a marginal upgrade that weakens A’s WRs. Rationale is clear but thin on roster/tier detail."
19,tom_explicit,gemini-2.5-pro,1,2,2,1,30,"Misreads Team B’s needs and preferences. B has Adam Allen (Tier 2, ascending) and Jordan Walker (Tier 1, doubtful) at TE; Justin Wright (Tier 5, out, declining) is not an upgrade. Josh Garcia (rookie RB, friendly playoff schedule) fits B’s valued archetype and schedule focus, so moving him is unlikely. Rationale is brief and ignores injuries/tiers and B’s consensus-trusting behavior. Trade is feasible but poorly aligned with motivations."
6,simulate_opponent,gpt-5,4,4,3,2,65,"Understands B’s win-now needs and that Clark (Out) is expendable alongside Jones; a TE1 plus ascending RB fits B’s TE weakness and injury aversion. Takes B’s perspective by framing Jones as the starter. But the rationale is very brief and calls Clark a “backup,” downplaying his Tier 1 value and B’s preference for dual-threat QBs. Some coherence issues for A (giving up TE2 with Walker doubtful and acquiring an injured QB despite needing wins)."
12,tom_implicit,gpt-5,3,3,3,2,55,"Captures that Team B likes dual-threat upside and Team A wants floor, but ignores B’s strong record, expert-ranking mindset, and the high market value of Jake Garcia. Trade fit is plausible (B upgrades QB; A gets a steady RB and pocket QB), yet value imbalance makes B’s acceptance unlikely. Rationale is very brief and misses specifics (B’s IR Tier 1 QB, RB depth, tiers/roles), limiting ToM depth."
45,baseline,gpt-5,1,1,2,1,25,"Offer ignores Team B’s preferences: they trust consensus, prefer young ascending players with playoff upside, and avoid injuries—Isaiah fits that, while Sam Miller and Jamal Adams are Out. B already has adequate QB/TE depth, so the pieces don’t solve a need. A’s rationale is A-centric and generic. The trade is technically feasible but contextually unrealistic; acceptance probability is overstated."
0,tom_explicit,claude-4.5-sonnet,2,3,3,2,50,"Shows some awareness that B could trade from QB surplus and might like a young ascending WR and a workhorse RB. However, it ignores B’s stated preference for pocket passers and possession WRs, and B’s TE injury need. A’s preference for workhorse RBs makes sending Robinson away questionable. Rationale is generic and doesn’t engage specific roster contexts or motivations, limiting ToM depth."
